"SUBJECT","ROUND","SURVEY_DAY","RESPONDER","SEASON","CONSUMPTION_DAY","CONSUMPTION_MONTH","CONSUMPTION_YEAR","WEEK_DAY","EXCEPTION_DAY","CONSUMPTION_TIME_HOUR","CONSUMPTION_TIME_MINUTES","MEAL_NAME","PLACE","FOOD_TYPE","RECIPE_CODE","RECIPE_DESCR","RECIPE_DESCR_ENG","FOODEX2_RECIPE_CODE","FOODEX2_RECIPE_DESCR","AMOUNT_RECIPE","CODE_INGREDIENT","INGREDIENT","INGREDIENT_ENG","FOODEX2_INGR_CODE","FOODEX2_INGR_DESCR","FOOD_AMOUNT_UNPROC","FOOD_AMOUNT_CONS","FOOD_AMOUNT_REPORTED","ENERGY_kcal","WATER_g","PROTEIN_g","A_PROT_g","V_PROT_g","CARBOH_g","SUGAR_g","FIBTG_g","ALCOHOL_g","FAT_g","SAT_FAT_g","MUFA_g","PUFA_g","TFA_g","CHOL_mg","CALC_mg","IRON_mg","ZINC_mg","MG_mg","PHOS_mg","POTA_mg","NA_mg","CU_mg","IOD_mcg","SE_mcg","MN_mg","VITC_mg","THIA_mg","RIBO_mg","NIAC_mg","VITB5_mg","VITB6_mg","FOLDFE_mcg","FOL_mcg","FOLFD_mcg","FOLFRE_mcg","FOLAC_mcg","VITB12_mcg","VITA_RAE_mcg","VITA_RE_mcg","BCAROT_mcg","RETOL_mcg","VITD_mcg","VITE_mg","VITK_mcg","PHY_mg","VERSION"
447,1,1,,,,,,,,,,,,,,,,,,,1203,,"RICE,WHITE GRAIN (POLISHED),FRIED","A003D#F28.A07GR","Rice grain, polished,  PROCESS=Frying",,530,530,933,,17,,,205.6,,,,1.6,,,,,,21,2.12,3.18,,,,,,,,,0,0.14,0.11,4.15,,0.34,16,,,,,0,0,,,,,,,,""
447,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,22.4,22.4,87,,0,,,22.4,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
447,1,1,,,,,,,,,,,,,,,,,,,4010,,"SWEET POTATO,YELLOW FLESH,FRESH,STEAMED","A010C#F28.A07GP$F10.A0F5H","Sweet potatoes, PROCESS = Steaming, QUALITATIVE-INFO = Yellow",,129.2,129.2,177,,3.2,,,41.4,,,,0.1,,,,,,59,1.19,0.59,,,,,,,,,3.71,0.13,0.13,1.1,,0.4,20,,,,,0,274,,,,,,,,""
447,1,1,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,13.8,13.8,122,,0,,,0,,,,13.8,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,239,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,829001,,"* CABBAGE,GREEN,FRESH,RAW *BOILED*","A00FY#F28.A07GL$F10.A0F2Q$F10.A166Y","Head cabbages, PROCESS = Boiling, QUALITATIVE-INFO = Green, QUALITATIVE-INFO = Fresh",,70.6,70.6,18,,0.9,,,4.1,,,,0.1,,,,,,28,0.35,0.14,,,,,,,,,21.97,0.04,0.03,0.16,,0.08,26,,,,,0,4,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,214.2,214.2,672,,5.6,,,164.1,,,,1.5,,,,,,67,4.07,1.5,,,,,,,,,123.36,0.54,0,2.7,,1.35,54,,,,,0,13,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,16.8,16.8,7,,0.2,,,1.6,,,,0,,,,,,4,0.04,0.03,,,,,,,,,1.05,0.01,0.01,0.02,,0.02,3,,,,,0,0,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,67.1,67.1,12,,0.6,,,2.6,,,,0.1,,,,,,7,0.18,0.11,,,,,,,,,7.25,0.03,0.01,0.38,,0.05,9,,,,,0,27,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,5003,,"BANANA,MATOOKE,GREEN & FRESH,STEAMED","A0DQJ#F10.A07XM$F10.A166Y$F28.A07GP","Plantains - acuminata cultivars,  QUAL=Unripe / immature,  QUAL=Fresh,  PROCESS=Steaming",,340,340,456,,4.9,,,119.2,,,,1.4,,,,,,11,2.24,0.51,,,,,,,,,51.61,0.17,0.17,2.45,,1.05,66,,,,,0,188,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,11022,,"BEEF,MEDIUM FAT,FRESH,BOILED","A01QX#F10.A077B$F28.A07GL","Cow, ox or bull fresh meat, INFO=Half fat or medium fat, PROCESS=Boiling",,31.6,31.6,92,,8.3,,,0,,,,6.2,,,,,,3,0.85,1.89,,,,,,,,,0,0.03,0.07,1.17,,0.11,2,,,,,0.78,0,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,1323,,"BREAD, WHITE, SWEET","A0BY0#F10.A07XK$F10.A0CQM","Leavened bread and similar,  QUAL=White/refined,  QUAL=Sweet / mild",,46.4,46.4,123,,3.5,,,23.5,,,,1.5,,,,,,70,1.74,0.34,,,,,,,,,0,0.21,0.15,2.04,,0.04,79,,,,,0,0,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,599,599,670,,5.7,,,159.4,,,,1.2,,,,,,64,1.08,1.38,,,,,,,,,64.75,0.3,0.18,3.35,,0.36,85,,,,,0,4,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,13102,,"CHICKEN,ALL TYPES,DRUMSTICK,MEAT & SKIN,BOILED","A01SP#F20.A07QQ$F28.A07GL","Chicken fresh meat, HOW=With skin, PROCESS=Boiling",,53.8,53.8,110,,13.6,,,0,,,,5.7,,,,,,6,0.71,1.42,,,,,,,,,0,0.03,0.1,2.26,,0.1,4,,,,,0.12,15,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,1203,,"RICE,WHITE GRAIN (POLISHED),FRIED","A003D#F28.A07GR","Rice grain, polished,  PROCESS=Frying",,206,206,363,,6.6,,,79.9,,,,0.6,,,,,,8,0.82,1.24,,,,,,,,,0,0.05,0.04,1.61,,0.13,6,,,,,0,0,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,26.9,26.9,104,,0,,,26.9,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,4010,,"SWEET POTATO,YELLOW FLESH,FRESH,STEAMED","A010C#F28.A07GP$F10.A0F5H","Sweet potatoes, PROCESS = Steaming, QUALITATIVE-INFO = Yellow",,156.2,156.2,214,,3.9,,,50,,,,0.1,,,,,,71,1.44,0.72,,,,,,,,,4.48,0.16,0.16,1.33,,0.48,25,,,,,0,332,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,725011,,"Vegetable oil, sunflower seed","A037D","Sunflower seed oil, edible",,27.7,27.7,245,,0,,,0,,,,27.7,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,725007,,"Vegetable oil,Bidco,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,4.6,4.6,41,,0,,,0,,,,4.6,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,80,,,,,,,,""
447,1,2,,,,,,,,,,,,,,,,,,,725004,,"Vegetable oil,Mukwano,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,9.8,9.8,86,,0,,,0,,,,9.8,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,170,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,818031,,"* AMARANTH LEAVES,FRESH,RAW *BOILED*","A00ML#F10.A166Y$F28.A07HS$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,12.4,12.4,3,,0.3,,,0.5,,,,0,,,,,,27,0.29,0.11,,,,,,,,,3.75,0,0.02,0.08,,0.02,8,,,,,0,17,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,808007,,"* GROUNDNUTS,ALL TYPES,GROUND (POWDERED),RAW *BOILED*","A015H#F03.A06JD$F28.A07HS$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,11.9,11.9,67,,3.1,,,1.9,,,,5.8,,,,,,11,0.54,0.39,,,,,,,,,0,0.06,0.02,1.36,,0.04,23,,,,,0,0,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,818011,,"* NAKATI,FRESH,RAW *BOILED*","A0DMF#F10.A166Y$F28.A07HS$F28.A07GL","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,80,80,28,,2.8,,,4.6,,,,0.3,,,,,,164,1.5,0.36,,,,,,,,,17.61,0.06,0.14,0.61,,0.18,51,,,,,0,166,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,829075,,"* NTULA,TYPE 2,FRESH,RAW *BOILED*","A0DMF#F10.A166Y$F28.A07HS$F28.A07GL","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,23.3,23.3,6,,0.2,,,1.3,,,,0,,,,,,2,0.06,0.04,,,,,,,,,0.44,0.01,0.01,0.14,,0.02,4,,,,,0,0,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,3.9,3.9,2,,0,,,0.4,,,,0,,,,,,1,0.01,0.01,,,,,,,,,0.24,0,0,0,,0,1,,,,,0,0,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,830013,,"* PASSION FRUIT,WHOLE FRUIT,RAW *BOILED*","A01KC#F28.A07GL","Passionfruits, PROCESS=Boiling",,97.8,97.8,95,,2.2,,,22.9,,,,0.7,,,,,,11,1.57,0.1,,,,,,,,,20.55,0,0.12,1.32,,0.09,7,,,,,0,47,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,801201,,"* RICE,WHITE GRAIN (POLISHED),RAW *BOILED*","A003D#F28.A07HS$F28.A07GL","Rice grain, polished,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,95.8,95.8,345,,6.3,,,76,,,,0.6,,,,,,9,0.73,1.11,,,,,,,,,0,0.06,0.05,1.53,,0.13,6,,,,,0,0,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,30002,,"Banana,NdiIzi,ripe & fresh,raw","A0DQM#F10.A166Y$F10.A07XL","Common banana - acuminata cultivars, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Ripe / mature",,116,116,122,,1.2,,,28.8,,,,0.2,,,,,,13,0.46,0.12,,,,,,,,,13.92,0.05,0.03,0.7,,0.43,23,,,,,0,9,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,2003,,"CASSAVA ROOT,FRESH,W/O SKIN,STEAMED","A00ZZ#F10.A166Y$F20.A07QR$F28.A07GP","Cassava roots,  QUAL=Fresh,  PARTCON=W/o skin,  PROCESS=Steaming",,198.2,198.2,222,,1.9,,,52.8,,,,0.4,,,,,,21,0.36,0.46,,,,,,,,,21.43,0.1,0.06,1.11,,0.12,28,,,,,0,1,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,2203,,"COCOYAM ROOT,BUKUPA,FRESH,PEELED,STEAMED","A010B#F10.A166Y$F20.A07QF$F28.A07GP","Taros,  QUAL=Fresh,  PARTCON=W/o peel,  PROCESS=Steaming",,338.7,338.7,481,,1.8,,,117.2,,,,0.4,,,,,,61,2.44,0.91,,,,,,,,,16.94,0.37,0.1,1.73,,1.12,64,,,,,0,14,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,30091,,"JACKFRUIT,RIPE,FRESH,RAW","A01LR#F10.A07XL","Jackfruits, INFO=Ripe / mature",,421.4,421.4,396,,6.2,,,101.2,,,,1.3,,,,,,143,2.53,1.77,,,,,,,,,28.23,0.13,0.46,1.69,,0.46,59,,,,,0,63,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,18013,,"NAKATI,FRESH,STEAMED","A0DMF#F10.A166Y$F28.A07GP","Ethiopian eggplants,  QUAL=Fresh,  PROCESS=Steaming",,115.8,115.8,32,,3.3,,,5.5,,,,0.3,,,,,,193,1.76,0.43,,,,,,,,,20.69,0.06,0.15,0.72,,0.21,60,,,,,0,196,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,30043,,"PINEAPPLE,RIPE,FRESH,RAW","A01LP#F10.A07XL","Pineapples, INFO=Ripe / mature",,183.2,183.2,82,,1,,,21.6,,,,0.2,,,,,,24,0.46,0.15,,,,,,,,,30.95,0.15,0.05,0.86,,0.2,20,,,,,0,5,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,56.4,56.4,218,,0,,,56.4,,,,0,,,,,,1,0.01,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
448,1,1,,,,,,,,,,,,,,,,,,,725007,,"Vegetable oil,Bidco,Vitamin A fortified, cooked","A036N#F09.A0EXZ","Vegetable fats and oils, edible, FORT=Vitamin A(retinol, carotenoids)",,9.4,9.4,83,,0,,,0,,,,9.4,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,163,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,818032,,"* AMARANTH LEAVES,FRESH,BOILED *BOILED*","A00ML#F10.A166Y$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Boiling",,24.3,24.3,5,,0.5,,,1,,,,0,,,,,,51,0.55,0.21,,,,,,,,,6.98,0,0.03,0.13,,0.04,10,,,,,0,32,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,818038,,"* AMARANTH LEAVES,FRESH,BRAISED *BOILED*","A00ML#F28.A07GT$F28.A07GM$F10.A166Y","Amaranth leaves, PROCESS = Stir frying, PROCESS = Stewing, QUALITATIVE-INFO = Fresh",,48.5,48.5,18,,1.9,,,3.1,,,,0.3,,,,,,168,1.81,0.7,,,,,,,,,20.16,0.02,0.12,0.47,,0.14,42,,,,,0,98,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,818031,,"* AMARANTH LEAVES,FRESH,RAW *BOILED*","A00ML#F10.A166Y$F28.A07HS$F28.A07GL","Amaranth leaves,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,4,4,1,,0.1,,,0.2,,,,0,,,,,,9,0.09,0.04,,,,,,,,,1.21,0,0.01,0.03,,0.01,3,,,,,0,6,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,508.8,508.8,1598,,13.2,,,389.8,,,,3.6,,,,,,160,9.67,3.56,,,,,,,,,293.08,1.27,0,6.41,,3.21,128,,,,,0,32,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,818071,,"* COWPEA LEAVES,FRESH,RAW *BOILED*","A0DKA#F28.A07GL","Black eyed peas leaves, PROCESS=Boiling",,26,26,8,,1.1,,,1.3,,,,0.1,,,,,,16,0.5,0.08,,,,,,,,,6.56,0.08,0.04,0.28,,0.04,20,,,,,0,9,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,808010,,"* GROUNDNUTS,ALL TYPES,ROASTED,PASTED *BOILED*","A015H#F03.A06JD$F28.A07GY$F28.A0C6N$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Roasting,  PROCESS=Pulping / mashing,  PROCESS=Boiling",,34.6,34.6,203,,8.7,,,6.8,,,,17.4,,,,,,15,0.65,1.01,,,,,,,,,0,0.02,0.03,4.41,,0.18,20,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,830022,,"* MANGO,GREEN,FRESH,RAW *BOILED*","A01LF#F28.A07GL$F10.A07XM$F10.A166Y","Mangoes, PROCESS = Boiling, QUALITATIVE-INFO = Unripe / immature, QUALITATIVE-INFO = Fresh",,4.3,4.3,2,,0,,,0.6,,,,0,,,,,,0,0.06,0.15,,,,,,,,,2.58,0,0,0.01,,0,0,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,801104,,"* MILLET FLOUR,FM DRIED GRAIN *BOILED*","A002T#F28.A07GL","Millet flour,  PROCESS=Boiling",,32.1,32.1,120,,3.5,,,23.1,,,,1.3,,,,,,3,0.96,0.53,,,,,,,,,0,0.11,0.08,1.35,,0.11,19,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,829052,,"* ONION,LARGE TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YB","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Large/big",,1.7,1.7,1,,0,,,0.2,,,,0,,,,,,0,0,0,,,,,,,,,0.11,0,0,0,,0,0,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,829051,,"* ONION,SMALL TYPE,FRESH,RAW *BOILED*","A00HC#F28.A07GL$F10.A166Y$F10.A16YC","Onions, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, QUALITATIVE-INFO = Small",,1.5,1.5,1,,0,,,0.1,,,,0,,,,,,0,0,0,,,,,,,,,0.09,0,0,0,,0,0,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,827003,,"* ORANGE/LEMON JUICE,HOME-MADE,W/O SUGAR *BOILED*","A03AN#F10.A077K$F28.A07GL","Mixed fruit juice, INFO=Without added sugar, PROCESS=Boiling",,7.9,7.9,4,,0,,,0.9,,,,0,,,,,,9,0.01,0,,,,,,,,,4.16,0.01,0.08,0.02,,0.01,0,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,830102,,"* TAMARIND,FRESH,RAW *BOILED*","A019J#F10.A166Y$F28.A07HS$F28.A07GL","Tamarind,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,0.8,0.8,2,,0,,,0.5,,,,0,,,,,,1,0.02,0,,,,,,,,,0.02,0,0,0.01,,0,0,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,829063,,"* TOMATO,FRESH,RIPE,RAW *BOILED*","A0DMX#F10.A07XL$F28.A07GL","Tomatoes, INFO=Ripe / mature, PROCESS=Boiling",,10.3,10.3,2,,0.1,,,0.4,,,,0,,,,,,1,0.03,0.02,,,,,,,,,1.12,0,0,0.06,,0.01,1,,,,,0,4,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,8003,,"GROUNDNUTS,ALL TYPES,WHOLE SEED,ROASTED","A015H#F03.A06HY$F28.A07GY","Peanuts,  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Roasting",,25,25,146,,5.9,,,5.4,,,,12.4,,,,,,13,0.56,0.83,,,,,,,,,0,0.11,0.02,3.38,,0.06,36,,,,,0,0,,,,,,,,""
449,1,1,,,,,,,,,,,,,,,,,,,1024,,"MAIZE ON COB,WHITE,FRESH,ROASTED","A00KP#F10.A0F2R$F10.A166Y$F28.A07GY","Sweet corn,  QUAL=White,  QUAL=Fresh,  PROCESS=Roasting",,138.7,138.7,310,,8,,,63,,,,4,,,,,,6,2.29,1.87,,,,,,,,,0,0.29,0.15,2.94,,0.5,18,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,802020,,"* CASSAVA FLOUR,RAW *BOILED*","A16RD#F27.A04JX$F28.A07LA$F28.A07GL","Dried starchy roots and tuber products, SOURCE-COMMODITIES = Cassava roots and similar-, PROCESS = Grinding / milling / crushing, PROCESS = Boiling",,170.2,170.2,534,,4.4,,,130.4,,,,1.2,,,,,,53,3.23,1.19,,,,,,,,,98.04,0.43,0,2.14,,1.07,43,,,,,0,11,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,808010,,"* GROUNDNUTS,ALL TYPES,ROASTED,PASTED *BOILED*","A015H#F03.A06JD$F28.A07GY$F28.A0C6N$F28.A07GL","Peanuts,  STATE=Powder,  PROCESS=Roasting,  PROCESS=Pulping / mashing,  PROCESS=Boiling",,14.1,14.1,83,,3.5,,,2.8,,,,7.1,,,,,,6,0.26,0.41,,,,,,,,,0,0.01,0.01,1.79,,0.07,8,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,801042,,"* MAIZE FLOUR,WHITE GRAIN,UNREFINED,RAW *BOILED*","A002Q#F20.A07QY$F28.A07GL","Maize flour, HOW=With husks, PROCESS=Boiling",,41.9,41.9,151,,2.9,,,32.2,,,,1.6,,,,,,3,1,0.73,,,,,,,,,0,0.08,0.03,0.72,,0.14,7,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,829200,,"* MUSHROOMS,ALL TYPES,FRESH,RAW *BOILED*","A00TP#F10.A166Y$F28.A07HS$F28.A07GL","Cultivated fungi and similar-,  QUAL=Fresh,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,1.4,1.4,0,,0,,,0,,,,0,,,,,,0,0.01,0.01,,,,,,,,,0.03,0,0.01,0.05,,0,0,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,2001,,"CASSAVA ROOT,FRESH,RAW","A00ZZ#F10.A166Y$F28.A07HS","Cassava roots,  QUAL=Fresh,  PROCESS=Raw, no heat treatment",,84.5,84.5,135,,1.1,,,32.2,,,,0.2,,,,,,14,0.23,0.29,,,,,,,,,17.41,0.08,0.04,0.72,,0.08,23,,,,,0,1,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,2222,,"COCOYAM ROOT,BWAISE,FRESH,BOILED","A010B#F10.A166Y$F28.A07GL","Taros,  QUAL=Fresh,  PROCESS=Boiling",,244.9,244.9,348,,1.3,,,84.7,,,,0.3,,,,,,44,1.76,0.66,,,,,,,,,12.25,0.27,0.07,1.25,,0.81,47,,,,,0,10,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,8006,,"GROUNDNUTS,WHOLE SEED,FRESH,BOILED","A015H#F03.A06HY$F10.A166Y$F28.A07GL","Peanuts,  STATE=Whole/unsplit form, including artificial forms,  QUAL=Fresh,  PROCESS=Boiling",,78.7,78.7,250,,10.6,,,16.7,,,,17.3,,,,,,43,0.8,1.44,,,,,,,,,0,0.2,0.05,4.14,,0.12,59,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,8011,,"GROUNDNUTS,WHOLE SEED,FRESH,ROASTED","A015H#F03.A06HY$F10.A166Y$F28.A07GY","Peanuts,  STATE=Whole/unsplit form, including artificial forms,  QUAL=Fresh,  PROCESS=Roasting",,42,42,246,,10,,,9,,,,20.9,,,,,,23,0.95,1.39,,,,,,,,,0,0.19,0.04,5.69,,0.11,61,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,27.8,27.8,107,,0,,,27.8,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0.01,0,,0,0,,,,,0,0,,,,,,,,""
450,1,1,,,,,,,,,,,,,,,,,,,26002,,"SUGAR,GRANULATED,ALL GRADES","A032H","Sucrose (common sugar)",,24.9,24.9,96,,0,,,24.9,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0,0,,,,,,,,""
451,1,1,,,,,,,,,,,,,,,,,,,806101,,"* BEAN,WHOLE SEED,CRANBERRY (KANYEBWA),FRESH,RAW *BOILED*","A012B#F03.A06HY$F28.A07HS$F28.A07GL","Borlotti or other common beans (without pods),  STATE=Whole/unsplit form, including artificial forms,  PROCESS=Raw, no heat treatment,  PROCESS=Boiling",,52.7,52.7,40,,2.8,,,7.2,,,,0.1,,,,,,14,0.51,0.39,,,,,,,,,0,0.06,0.02,0.12,,0.03,36,,,,,0,0,,,,,,,,""
451,1,1,,,,,,,,,,,,,,,,,,,806010,,"* BEAN,WHOLE SEED,K20 (PINTO),DRIED,BOILED *BOILED*","A012T#F28.A07GL","Borlotti beans (dry), PROCESS=Boiling",,1.9,1.9,3,,0.2,,,0.5,,,,0,,,,,,1,0.03,0.02,,,,,,,,,0.01,0,0,0,,0,2,,,,,0,0,,,,,,,,""
451,1,1,,,,,,,,,,,,,,,,,,,815021,,"* FISH,MUKENE (TYPE 5),DRIED *BOILED*","A02JP#F01.A0K2S$F27.A026X$F28.A07GL","Dried fish, SOURCE = Silver cyprinid (as animal), SOURCE-COMMODITIES = Freshwater fish, PROCESS = Boiling",,4.7,4.7,17,,2,,,0,,,,1,,,,,,5,0.1,0.09,,,,,,,,,0.06,0.01,0.03,0.34,,0.03,1,,,,,1.43,3,,,,,,,,""
451,1,1,,,,,,,,,,,,,,,,,,,815022,,"* FISH,MUKENE (TYPE 5),DRIED,BOILED *BOILED*","A02JP#F01.A0K2S$F27.A026X$F28.A07GL","Dried fish, SOURCE = Silver cyprinid (as animal), SOURCE-COMMODITIES = Freshwater fish, PROCESS = Boiling",,0.6,0.6,1,,0.1,,,0,,,,0.1,,,,,,0,0.01,0.01,,,,,,,,,0,0,0,0.02,,0,0,,,,,0.08,0,,,,,,,,""
451,1,1,,,,,,,,,,,,,,,,,,,815025,,"* FISH,MUKENE (TYPE 5),GROUND *BOILED*","A02JP#F01.A0K2S$F27.A026X$F28.A07GY$F28.A07LA","Dried fish, SOURCE = Silver cyprinid (as animal), SOURCE-COMMODITIES = Freshwater fish, PROCESS = Roasting, PROCESS = Grinding / milling / crushing",,0,0,0,,0,,,0,,,,0,,,,,,0,0,0,,,,,,,,,0,0,0,0,,0,0,,,,,0.01,0,,,,,,,,""
